Wall time,Step,Value
1573466768.762662,0,0.6246289610862732
1573467353.8084497,1,0.4291171431541443
1573467886.1685512,2,0.35560959577560425
1573468413.5962005,3,0.3150296211242676
1573468936.0227633,4,0.28726544976234436
1573469452.7507162,5,0.27235135436058044
1573469969.9579709,6,0.2607017159461975
1573470488.7082214,7,0.25021234154701233
1573471007.781965,8,0.23408186435699463
1573471526.8300827,9,0.23213039338588715
1573472041.554299,10,0.22047004103660583
1573472562.9170294,11,0.22099877893924713
1573473086.9885325,12,0.21365053951740265
1573473601.8815649,13,0.21050062775611877
1573474114.8670151,14,0.2047014981508255
1573474627.1604822,15,0.20118147134780884
1573475138.856876,16,0.19741031527519226
1573475652.4903555,17,0.1951681524515152
1573476166.3226252,18,0.18893447518348694
1573476676.829001,19,0.1894921362400055
1573477186.5215924,20,0.18297719955444336
1573477696.6675076,21,0.1823330819606781
1573478206.5635004,22,0.18324711918830872
1573478719.4751325,23,0.17873872816562653
1573479229.978231,24,0.1775430142879486
1573479745.0494466,25,0.17452825605869293
1573480255.731798,26,0.17620597779750824
1573480768.1338656,27,0.1662350744009018
1573481278.3654463,28,0.16807353496551514
1573481788.7332134,29,0.16792690753936768
1573482298.4739249,30,0.16459354758262634
1573482806.9480267,31,0.16592729091644287
1573483315.9338624,32,0.1670927256345749
1573483829.1719692,33,0.16463670134544373
1573484340.3203347,34,0.16146264970302582
1573484851.7229989,35,0.1570182740688324
1573485362.6611686,36,0.15826880931854248
1573485870.5288708,37,0.1558900624513626
1573486379.31372,38,0.1592421978712082
1573486891.208828,39,0.15695905685424805
1573487399.6856625,40,0.15840676426887512
1573487909.7740283,41,0.15276694297790527
1573488419.334205,42,0.15563829243183136
1573488929.0545146,43,0.1550557017326355
1573489440.0990381,44,0.14808164536952972
1573489951.8017235,45,0.14733517169952393
1573490461.628865,46,0.15208834409713745
1573490975.7222362,47,0.14703474938869476
1573491485.9898083,48,0.1484135240316391
1573491995.8278718,49,0.14614377915859222
